"A.occurrences","B.occurrences","A.coverage","B.coverage"
0,1,82,101
2,0,92,87
0,1,83,87
47,34,81,86
2,0,69,89
0,1,72,93
1,0,82,68
1,0,75,86
0,2,92,91
0,2,87,83
3,0,88,89
44,50,83,94
1,0,89,71
1,0,91,88
0,4,101,88
0,9,97,75
0,2,72,88
0,1,85,83
3,4,69,100
46,44,79,89
53,50,99,88
13,32,82,83
1,0,65,74
3,0,63,75
1,0,80,75
0,12,68,90
2,0,89,82
1,0,81,88
44,40,84,78
0,8,82,75
0,1,82,84
0,4,77,80
0,1,78,102
1,0,92,82
2,0,90,84
1,0,81,78
1,0,77,81
1,0,88,92
2,0,89,64
1,0,89,79
2,0,78,72
0,2,84,81
2,0,81,73
8,0,89,84
2,0,80,76
1,0,90,100
8,2,63,74
0,1,94,79
1,0,74,81
2,0,80,68
1,0,86,88
1,0,84,88
1,0,90,94
1,0,97,88
1,0,80,77
1,0,88,72
41,48,89,93
0,1,74,82
1,0,77,79
0,4,86,81
4,0,95,80
0,3,79,80
8,0,94,89
1,0,81,68
0,13,88,73
1,0,84,89
2,0,92,82
2,0,84,77
0,1,87,96
0,14,76,82
1,0,90,93
2,0,73,87
1,0,107,99
1,0,71,110
3,0,72,96
2,0,94,89
1,0,70,97
0,2,86,94
0,1,93,78
1,0,74,95
44,47,85,94
1,0,90,71
1,0,67,76
0,1,78,63
3,0,74,75
1,0,105,80
0,1,99,72
1,0,70,78
0,1,76,91
1,0,86,94
0,1,78,82
1,0,73,87
0,2,85,88
1,0,77,74
3,0,82,81
37,42,77,86
0,20,101,89
5,0,80,76
1,0,94,76
1,0,85,89
5,8,74,88
0,1,78,86
0,1,82,97
5,0,92,98
0,1,93,80
1,0,61,77
0,1,67,74
1,0,71,84
12,2,84,72
5,0,96,81
1,0,96,66
1,0,85,71
1,0,93,83
1,0,73,95
1,0,86,76
3,0,82,74
2,0,86,90
35,38,80,87
1,0,85,77
0,1,76,79
1,0,73,71
0,1,85,84
1,0,86,86
2,0,89,90
1,0,85,77
0,1,87,83
5,0,82,79
1,0,92,85
0,2,71,95
0,4,62,77
0,4,86,76
1,0,102,96
0,1,86,80
0,3,78,95
1,0,88,81
2,0,85,75
2,0,71,77
40,41,87,92
0,1,96,100
4,0,77,71
1,0,87,84
0,15,77,95
7,0,83,87
0,1,82,77
0,1,79,79
0,1,84,87
1,0,100,88
41,37,85,78
4,0,95,84
0,10,93,86
1,0,86,76
37,39,63,83
0,2,90,84
0,2,98,75
2,0,94,87
2,0,84,88
2,0,85,81
1,0,75,87
14,38,75,79
1,0,89,92
3,0,83,71
44,47,86,93
40,47,80,87
1,0,70,74
0,2,85,93
1,0,77,85
43,34,78,85
0,1,86,95
1,0,77,92
39,45,86,86
2,0,98,94
3,0,72,76
1,0,86,79
1,0,81,95
0,24,91,93
13,1,81,84
1,0,87,78
2,0,84,75
2,0,89,91
1,0,86,83
1,0,85,100
1,0,75,102
1,0,89,79
0,1,75,88
41,33,86,73
20,38,104,82
1,0,73,84
1,0,82,82
0,10,98,94
1,0,89,82
0,2,89,76
2,0,81,84
2,0,89,96
0,2,95,81
1,0,98,74
1,0,73,75
1,0,63,83
0,1,93,88
0,1,83,88
0,2,91,92
1,1,67,88
1,0,76,92
1,0,82,105
1,0,92,78
1,0,89,82
0,2,94,97
1,0,97,77
2,0,89,86
1,0,90,73
0,3,82,103
0,1,93,72
0,4,64,97
1,0,86,90
3,0,88,78
1,0,94,84
0,1,101,79
0,2,82,76
1,0,76,83
1,0,81,78
0,1,84,92
0,2,79,88
2,0,86,89
2,0,85,85
1,0,94,82
1,0,73,83
1,2,81,92
0,16,83,85
2,0,67,87
2,0,79,90
3,0,79,84
1,0,81,69
0,1,83,91
3,0,82,89
1,0,77,79
1,0,72,89
5,0,94,76
0,1,82,83
5,2,99,75
1,0,86,92
3,0,89,83
1,0,98,82
1,1,68,87
2,0,81,75
2,0,69,85
42,37,91,86
0,1,95,89
2,0,79,88
47,36,96,71
8,0,94,75
0,1,80,87
1,0,88,75
0,1,84,79
1,0,86,95
0,1,82,81
0,1,95,79
0,2,77,78
3,0,94,95
1,0,86,93
29,3,95,81
1,0,87,84
0,3,105,84
0,1,75,107
1,0,80,88
4,0,72,82
2,0,85,91
1,0,91,81
1,0,75,98
3,0,68,87
0,1,82,73
1,0,64,86
1,0,89,65
0,2,87,89
0,1,74,93
1,0,90,107
1,0,99,79
1,0,78,66
1,0,77,69
35,56,73,88
35,47,78,81
1,0,75,79
1,0,74,82
0,1,82,75
1,0,100,99
46,39,92,87
42,39,77,81
0,1,84,82
0,17,73,79
2,0,85,85
2,0,79,98
0,1,76,94
1,0,80,77
39,46,74,86
1,0,78,94
0,1,106,105
1,0,77,77
23,3,87,80
54,40,95,77
4,0,86,84
7,2,91,76
0,1,71,102
44,50,91,100
1,0,91,80
4,0,84,76
0,1,69,85
30,49,66,93
1,0,93,86
34,43,68,96
2,0,97,82
0,2,82,99
1,0,83,88
1,0,77,70
0,1,77,76
2,0,90,77
35,44,71,101
35,36,72,86
1,0,89,106
6,1,80,90
4,0,78,62
0,2,82,101
0,1,82,100
0,1,86,82
2,26,87,82
2,0,77,96
0,1,91,98
0,4,71,87
0,2,87,85
1,0,96,81
5,0,89,94
0,1,85,78
1,0,96,73
57,32,94,73
2,0,80,88
1,0,98,76
1,0,80,94
1,0,88,94
0,2,78,96
1,0,86,84
47,33,82,75
2,0,108,83
3,0,87,88
0,1,91,87
1,0,78,94
0,17,78,84
0,1,77,96
3,0,87,67
1,0,87,80
3,4,82,81
0,1,74,78
0,1,82,89
1,0,76,93
1,0,91,60
1,0,82,67
2,0,77,72
1,0,96,67
1,0,87,82
0,1,97,64
0,1,83,74
0,1,81,85
0,2,77,76
0,8,94,79
3,0,73,83
2,0,82,79
44,38,74,82
3,0,72,66
1,0,66,87
0,5,79,72
3,0,88,78
2,0,86,86
5,0,81,86
1,0,88,76
0,1,72,94
17,1,77,73
0,2,59,102
0,1,79,68
0,1,80,84
6,0,79,70
0,1,82,79
0,12,83,91
0,1,90,102
1,0,69,76
0,2,73,76
1,0,87,85
1,0,86,73
0,1,91,83
0,3,105,78
0,3,87,72
1,0,88,85
1,0,81,74
48,42,95,85
0,1,82,78
1,0,89,91
0,1,99,78
2,0,84,78
2,0,85,80
0,2,85,83
1,0,78,84
0,8,67,85
0,4,76,101
1,0,77,69
38,37,78,77
28,45,68,88
1,0,86,93
3,0,89,81
0,4,96,84
0,1,72,75
0,1,81,88
1,0,77,86
47,49,81,101
31,30,71,63
1,0,68,75
1,0,79,92
1,0,76,80
3,0,84,72
1,0,90,95
5,0,88,98
0,1,91,81
3,6,85,80
4,0,91,91
19,3,73,102
1,0,89,77
1,0,78,78
37,55,76,92
3,0,75,78
0,1,89,98
35,33,76,71
0,1,86,73
0,1,91,94
0,5,81,84
0,1,79,70
1,0,81,68
1,0,89,79
44,34,94,74
1,0,83,94
2,0,93,79
1,0,80,79
1,0,63,80
34,30,77,80
4,1,74,87
0,1,79,74
1,0,85,81
1,0,76,89
0,1,80,85
6,0,85,76
0,1,90,91
0,3,66,85
0,1,79,78
0,1,78,80
0,6,95,68
1,0,89,79
2,0,102,66
1,0,81,77
0,2,74,77
0,1,71,88
16,36,115,81
0,2,90,74
5,0,87,87
0,1,88,84
3,0,76,90
0,1,80,89
0,1,97,99
18,30,86,83
1,0,80,76
4,1,89,67
0,2,97,70
0,1,74,97
3,0,88,99
0,3,69,99
1,0,81,89
0,2,75,76
0,1,85,88
0,1,82,80
1,0,95,89
0,17,79,89
1,0,75,80
0,2,80,80
0,1,81,68
0,1,83,75
53,42,87,91
1,0,94,79
1,0,74,95
1,0,83,87
2,0,78,87
1,0,77,94
1,0,87,78
0,1,95,86
1,0,97,78
0,1,111,80
0,2,87,89
1,0,100,81
40,56,89,87
3,0,74,97
1,0,73,87
4,19,88,84
1,0,78,81
0,9,78,91
1,0,70,85
2,0,68,79
6,0,83,80
6,0,89,72
1,28,85,87
1,0,92,67
2,0,81,73
2,0,83,81
0,1,95,76
0,1,82,84
1,0,71,72
1,0,94,106
1,0,89,97
0,1,74,81
1,0,84,74
1,0,91,91
1,0,87,83
44,41,81,76
4,0,83,92
0,25,78,86
0,4,74,80
0,1,81,64
1,0,75,83
0,2,100,83
0,1,69,85
0,1,58,70
0,2,75,82
0,1,92,83
1,0,69,87
1,0,92,78
0,1,88,70
12,41,74,92
3,0,83,89
1,0,110,65
0,1,90,76
18,8,81,100
2,0,90,81
2,0,77,79
2,0,83,77
1,0,69,69
0,1,89,82
2,0,86,85
0,1,88,73
1,0,70,93
0,3,91,79
9,0,85,85
2,0,95,74
1,0,75,86
0,1,83,90
0,1,74,73
1,0,94,81
0,15,80,66
4,0,92,94
36,44,73,87
2,0,67,73
1,0,68,79
0,2,93,86
1,0,76,65
46,45,88,78
2,0,92,78
0,1,102,83
0,2,72,73
1,0,75,76
1,0,83,100
0,11,78,109
0,2,91,68
1,0,78,89
0,1,84,81
0,3,85,72
0,1,83,77
0,3,98,79
8,17,74,85
0,1,83,83
2,0,89,84
1,0,77,82
3,0,71,69
0,1,82,78
0,14,82,72
1,0,73,77
0,1,74,78
5,0,94,89
1,0,98,89
37,39,71,79
21,2,84,75
1,2,91,83
1,0,85,83
1,0,78,95
55,42,95,81
0,6,91,92
1,0,87,79
2,0,90,76
0,1,80,75
0,3,82,90
1,0,98,88
3,0,79,83
1,0,76,73
10,13,85,89
0,1,77,88
1,0,82,109
3,0,68,75
40,44,78,82
0,1,97,84
1,0,78,77
1,0,75,78
0,2,65,72
0,1,78,76
1,0,77,93
40,37,77,79
45,28,82,80
2,0,104,97
1,0,87,86
1,0,92,92
1,0,82,68
0,6,78,85
0,1,83,88
49,64,80,99
1,0,70,78
47,44,89,89
0,3,78,76
1,0,81,69
1,0,96,86
1,0,60,108
1,0,101,76
43,45,93,87
0,1,94,68
1,0,79,84
1,0,79,84
1,0,82,86
1,0,74,85
0,4,97,88
1,0,75,84
1,0,73,84
1,0,70,89
2,0,89,89
1,0,93,91
2,0,89,84
1,0,75,87
1,0,70,100
2,0,86,86
0,2,80,85
0,19,84,74
3,0,95,78
2,0,73,97
2,0,73,70
0,1,72,83
1,0,88,80
1,0,87,77
1,0,82,92
2,0,91,97
0,3,98,84
0,1,63,96
0,20,91,80
2,0,62,71
0,1,92,84
0,6,74,94
4,0,101,83
4,0,92,79
0,1,77,84
1,0,82,61
42,29,85,77
0,1,87,79
1,0,70,78
0,1,84,68
0,1,87,75
0,5,86,95
0,2,80,83
1,0,81,92
1,0,81,96
43,32,80,71
0,1,70,89
1,0,81,79
2,0,77,73
1,0,100,76
39,36,76,76
40,39,87,80
0,1,88,70
1,0,93,85
0,19,100,88
1,0,87,84
22,2,84,104
0,1,73,70
1,0,78,96
12,0,92,82
1,0,85,86
1,0,107,98
42,49,84,94
0,1,82,75
2,0,73,74
1,0,84,69
40,33,79,80
8,4,69,76
2,0,79,80
4,1,103,90
0,21,77,94
20,33,84,70
16,18,77,69
0,2,99,70
1,0,69,78
0,1,73,93
0,1,66,81
3,0,102,81
0,1,73,73
1,0,84,79
1,0,76,76
0,18,90,77
3,0,75,83
3,0,73,81
0,3,92,76
1,0,90,104
48,29,84,82
1,0,82,73
43,36,87,75
1,0,75,82
0,1,96,86
38,52,75,85
0,2,78,78
1,0,79,99
1,0,72,80
38,39,78,90
0,6,93,92
0,2,89,85
3,0,84,89
0,2,67,76
0,1,116,98
0,1,73,72
0,1,89,88
1,0,83,99
1,0,89,81
0,2,70,75
3,1,89,79
1,0,90,90
0,1,81,66
49,45,95,92
0,2,88,83
0,1,85,85
1,0,76,83
0,25,86,70
2,0,91,78
0,1,90,71
5,0,80,78
0,1,80,80
1,0,88,92
0,1,83,81
1,0,79,83
1,0,69,70
0,1,67,80
8,0,87,83
1,0,82,73
10,35,81,73
44,41,84,71
0,2,82,90
1,0,86,74
1,0,80,83
2,0,85,95
0,1,79,75
5,0,70,79
0,19,77,82
0,1,82,100
0,1,84,74
3,0,81,75
2,0,84,65
0,1,87,85
1,0,81,82
2,0,83,69
1,0,81,94
42,37,91,83
0,3,79,69
0,1,89,80
2,0,76,82
41,57,88,112
0,1,85,88
1,0,75,84
0,1,73,89
0,5,73,85
45,42,81,69
12,0,108,92
0,1,76,76
0,1,75,98
1,0,72,80
5,0,107,66
0,1,73,85
26,40,91,90
3,0,81,67
45,32,82,84
0,1,89,91
2,0,82,86
3,0,94,82
2,0,77,96
0,1,75,94
1,0,100,85
0,1,81,87
1,0,76,75
4,0,80,75
1,0,77,89
1,0,103,80
0,2,92,90
11,49,84,87
1,0,80,82
0,9,78,77
0,2,91,76
2,0,77,79
8,0,96,77
0,1,79,69
0,12,83,79
0,13,91,69
1,0,77,79
0,1,78,96
0,1,72,95
0,1,86,87
1,0,88,75
0,19,87,86
38,41,80,81
15,34,94,80
48,36,99,74
40,49,81,89
0,13,75,92
0,1,75,87
1,0,73,91
0,1,72,87
1,0,75,87
1,0,72,89
5,0,76,79
55,44,95,82
1,0,77,85
1,0,91,84
1,0,83,82
4,0,74,78
0,6,97,77
2,0,89,94
2,0,86,83
0,1,79,69
0,1,64,77
0,2,88,90
2,0,94,83
1,0,80,88
4,0,80,77
13,2,89,85
30,34,77,70
43,39,84,87
2,0,83,93
1,0,86,88
0,7,71,84
0,1,105,94
3,0,73,99
1,0,77,74
0,1,79,85
0,2,88,71
0,1,82,77
0,1,80,87
38,49,80,86
0,1,83,89
0,1,89,70
3,0,90,78
2,0,82,79
0,5,76,97
1,0,90,87
0,1,71,87
1,0,78,74
6,5,98,87
4,0,87,92
1,2,96,100
1,0,84,89
0,3,78,85
4,26,91,80
29,38,92,78
0,2,82,73
3,6,85,96
0,1,79,98
1,0,101,64
1,0,91,74
0,1,79,80
0,1,86,77
1,0,65,73
1,0,74,75
0,16,76,84
0,1,72,86
3,3,72,87
1,0,82,79
1,0,79,72
1,0,74,85
0,1,72,93
1,0,96,85
40,42,83,83
0,1,90,90
1,0,103,88
49,40,91,77
0,3,72,82
1,0,81,91
38,39,78,65
38,39,83,83
1,0,102,90
1,0,100,77
0,2,78,72
1,0,93,66
1,0,93,79
0,2,88,92
0,3,74,83
2,0,85,69
41,43,99,82
2,0,82,92
17,2,73,83
0,1,75,82
1,0,76,80
1,0,80,86
3,0,75,75
0,2,92,90
0,1,83,65
1,0,90,100
0,1,87,84
1,0,94,68
0,1,94,88
1,28,76,94
3,0,88,66
3,2,73,103
1,0,75,99
0,1,85,80
2,0,81,94
0,1,79,90
1,0,69,76
1,0,90,64
1,20,90,91
0,11,78,77
0,2,85,88
11,0,89,82
0,5,74,72
1,0,76,87
1,0,79,100
0,2,85,80
1,0,89,70
2,0,70,87
1,3,82,92
1,0,83,90
0,8,73,90
0,2,108,67
1,0,91,84
0,5,94,97
3,19,72,93
1,0,95,82
1,0,91,98
41,36,89,67
0,1,99,79
0,1,72,86
0,1,74,77
2,1,82,68
3,0,81,90
3,0,76,92
1,0,70,75
0,19,81,91
0,1,86,73
1,0,81,86
0,28,108,104
0,19,76,93
0,3,92,94
0,1,83,80
0,5,82,82
4,0,78,78
0,2,78,87
0,4,85,89
1,0,84,80
0,1,78,74
4,0,82,79
2,0,76,84
1,0,86,86
36,52,81,91
0,3,76,83
0,1,102,83
1,0,81,68
1,0,76,77
4,0,78,95
3,0,81,99
1,0,83,69
0,1,79,76
1,0,75,102
17,1,79,78
0,2,69,79
2,0,83,100
51,42,96,91
0,2,79,76
1,0,79,86
1,0,78,89
37,47,65,84
0,1,86,88
0,17,100,98
3,0,86,80
1,0,84,76
1,0,88,96
1,0,62,87
0,5,75,89
2,0,84,91
0,1,82,74
39,38,86,88
38,41,70,80
1,0,78,80
1,0,90,82
0,1,74,72
1,0,81,70
0,2,91,82
0,2,82,83
2,0,89,69
2,0,84,86
38,40,91,70
0,1,97,75
0,1,89,90
1,0,68,86
2,0,93,86
1,0,78,77
0,1,83,85
0,2,66,91
0,30,78,84
36,42,86,75
0,2,71,60
0,1,66,94
0,26,81,81
38,47,70,85
0,1,100,92
1,0,83,81
0,1,90,84
0,1,84,87
1,0,79,85
0,1,77,94
1,0,87,89
0,1,87,85
1,0,89,83
0,2,80,85
0,1,98,88
1,0,85,70
0,2,91,83
2,0,81,87
1,0,80,92
0,1,95,93
2,0,74,63
0,1,104,84
44,46,84,93
2,0,74,84
1,3,72,86
7,0,84,76
0,20,84,80
3,0,69,82
1,0,65,93
2,0,88,84
0,1,71,94
1,0,74,79
1,0,91,75
0,1,78,77
0,13,70,76
1,0,90,95
1,0,89,85
39,44,82,85
1,0,74,93
39,42,65,74
2,0,85,85
0,2,82,92
2,0,78,83
0,2,91,71
0,15,83,88
1,0,97,86
0,1,90,103
41,43,79,83
1,0,86,90
4,0,111,96
0,27,95,80
25,2,87,74
1,0,82,79
1,0,82,85
47,32,97,71
2,0,95,92
2,0,86,79
3,19,82,77
31,53,75,92
7,0,73,95
0,9,78,80
0,1,77,92
4,0,83,91
39,40,82,78
51,39,87,86
2,0,74,79
2,0,76,99
0,1,84,90
7,0,91,92
0,1,76,71
1,0,87,84
0,2,78,77
1,0,86,80
32,32,70,72
1,0,96,84
1,0,93,80
0,1,85,77
2,0,53,87
0,2,88,89
3,0,86,82
1,0,87,93
10,48,74,85
2,0,96,106
1,0,94,93
45,35,91,80
2,0,86,79
0,1,82,75
0,23,79,78
2,0,66,88
0,1,82,96
1,0,80,74
0,2,90,84
1,0,75,85
53,41,99,72
1,0,88,84
2,0,86,81
1,0,86,90
1,0,67,90
1,0,70,75
1,0,97,77
42,43,85,84
1,0,79,83
0,1,78,69
1,0,84,83
51,33,98,72
1,0,77,82
3,0,86,89
2,0,80,69
14,0,95,82
2,0,77,101
1,0,80,88
1,0,89,69
0,2,92,98
44,36,90,70
0,1,75,71
37,45,84,90
0,1,79,80
0,4,72,78
2,0,95,88
0,4,76,77
0,1,89,85
3,0,101,77
0,1,87,74
0,3,85,94
1,0,109,76
0,6,78,81
1,0,74,89
5,0,82,90
5,0,98,90
0,1,102,78
1,0,85,75
0,2,84,78
1,0,73,80
40,44,93,76
3,0,70,95
27,2,91,87
1,0,75,98
0,17,86,87
1,0,90,81
2,0,70,84
42,51,94,85
1,0,92,70
39,47,72,83
40,43,77,96
0,1,77,95
2,0,96,81
4,1,95,74
1,0,74,96
40,41,83,92
3,0,78,87
1,0,86,95
1,0,88,79
0,1,89,90
0,1,70,100
40,47,75,88
1,0,89,76
1,0,83,99
0,7,74,88
1,0,88,76
0,1,71,81
1,0,86,79
0,2,78,93
0,11,102,70
3,0,70,68
0,1,83,81
1,0,75,79
2,0,93,86
0,3,73,77
0,1,77,79
1,0,79,85
45,50,84,92
0,22,90,77
1,0,79,65
1,0,82,96
1,0,87,87
1,0,65,83
2,0,85,81
1,0,88,78
5,0,79,88
3,0,81,78
1,0,75,86
1,0,80,99
0,2,93,81
0,1,72,67
3,2,77,82
2,0,71,78
1,0,100,67
2,0,73,82
0,1,72,76
0,2,95,82
1,0,96,94
1,0,94,92
1,0,82,103
2,0,97,94
0,2,85,88
0,1,75,101
1,0,91,88
9,0,78,78
0,1,77,64
0,3,86,92
0,2,78,111
1,0,84,86
2,0,86,107
36,42,68,84
1,0,102,86
0,15,91,72
1,0,96,73
5,0,73,80
41,48,87,91
1,0,88,104
1,0,85,80
4,0,84,79
8,22,65,102
0,1,78,68
56,35,111,71
2,0,95,93
1,0,84,82
3,0,66,79
0,1,70,85
0,8,76,63
0,11,82,74
0,6,80,73
8,35,81,77
37,49,75,94
2,0,75,91
1,0,67,73
0,1,79,75
0,1,65,81
1,0,82,88
7,0,82,83
2,0,90,83
1,0,77,92
2,0,70,98
0,1,83,84
0,15,77,80
0,1,75,77
0,1,72,74
1,0,76,84
0,1,74,88
0,1,87,101
0,1,86,76
0,1,86,80
1,0,90,92
1,0,74,80
0,12,91,90
4,0,103,78
3,4,87,77
0,14,88,92
2,0,79,66
1,0,97,83
1,0,69,83
1,0,78,62
0,1,81,85
0,1,63,99
0,2,74,77
0,1,85,90
1,0,86,82
0,1,78,90
1,0,76,82
0,1,101,93
0,3,82,86
1,0,78,81
1,0,84,89
0,1,81,77
0,3,86,70
47,50,83,88
1,0,88,73
0,2,83,84
1,0,77,77
0,13,93,72
2,0,85,73
0,1,77,88
0,16,89,88
1,0,98,74
2,0,84,83
3,0,83,93
0,1,74,81
0,1,68,89
2,0,80,91
4,0,80,83
0,1,93,78
49,48,86,87
0,1,76,78
0,16,71,94
1,0,100,83
1,0,76,98
0,28,71,96
1,0,88,84
2,0,84,97
7,14,79,78
1,0,92,63
0,1,89,66
0,25,82,76
0,1,78,75
0,2,77,86
1,0,67,83
1,0,101,82
4,0,78,81
1,0,90,70
0,1,88,86
0,1,86,77
2,0,95,78
1,0,100,84
0,1,72,82
0,2,83,87
1,0,63,93
0,1,75,76
3,0,85,71
1,0,88,87
1,0,86,91
2,0,71,101
1,0,73,73
0,1,94,90
0,1,94,88
1,0,81,98
1,0,83,81
0,1,80,83
1,0,70,88
1,0,83,81
1,0,71,77
0,3,82,83
0,1,80,80
0,1,80,70
1,0,80,76
39,26,73,63
0,1,87,78
1,0,75,88
1,0,77,80
30,53,69,96
1,0,90,93
1,0,90,84
1,0,82,79
2,1,74,94
0,1,94,68
1,0,79,66
53,38,99,65
1,0,89,74
0,1,91,84
1,0,86,79
1,0,91,72
0,2,78,73
1,0,76,78
0,1,88,82
0,1,80,82
3,2,81,77
0,9,75,70
0,2,81,88
1,0,74,91
1,0,74,86
0,1,80,86
1,0,83,88
1,0,96,99
1,0,87,96
1,0,85,62
1,0,89,78
2,0,83,74
42,39,82,83
0,1,92,84
2,0,80,97
0,2,97,91
11,0,95,88
42,51,89,92
41,35,74,80
0,1,77,101
3,3,75,86
19,1,84,70
2,0,82,102
0,1,77,86
0,1,74,79
2,0,83,90
0,3,84,78
0,2,88,79
1,0,74,89
1,0,94,67
0,3,89,95
1,0,85,72
42,44,83,75
0,1,88,92
43,30,75,70
14,40,86,76
39,48,73,103
4,0,83,69
0,1,93,83
2,0,81,69
1,0,84,83
0,1,96,77
2,0,86,77
2,0,76,84
1,0,88,80
0,1,81,74
2,0,87,71
0,1,83,93
40,33,76,76
2,0,78,78
0,1,90,77
0,1,97,72
1,0,74,74
0,18,71,86
1,0,78,90
0,20,88,87
0,1,86,77
0,1,76,100
39,40,73,79
1,0,95,78
45,44,74,97
0,1,86,85
1,0,83,75
1,0,85,93
6,44,81,86
39,32,72,72
1,0,85,82
0,3,88,76
1,0,83,73
37,44,74,75
0,22,78,69
1,0,93,71
0,1,80,90
2,0,75,93
1,0,74,84
0,2,81,98
3,0,78,83
42,30,88,71
20,41,77,78
1,0,96,76
0,1,81,97
8,36,82,84
1,0,79,74
0,1,79,89
0,1,78,80
0,1,93,80
0,4,83,81
1,0,79,76
1,0,83,75
0,10,82,88
2,0,103,88
2,0,84,86
1,0,82,69
2,0,83,75
37,46,79,87
0,1,74,98
0,2,92,91
1,0,90,62
1,0,81,83
1,0,60,89
0,6,75,72
3,0,74,90
1,0,70,70
0,4,77,87
3,0,77,87
1,0,93,79
2,0,71,68
0,1,81,95
1,0,89,74
1,0,98,86
0,1,79,81
0,1,92,89
1,0,82,80
7,0,96,94
0,4,74,88
13,0,107,72
4,0,72,96
0,1,80,95
31,46,65,101
3,0,85,94
0,24,96,81
2,0,86,62
0,1,83,91
1,0,92,80
0,1,75,80
0,1,81,67
1,0,86,72
1,0,76,86
1,0,80,78
39,37,74,93
0,11,73,81
8,41,80,86
1,0,89,76
0,1,88,86
1,0,99,85
45,37,89,75
0,1,84,85
19,3,86,88
1,0,78,77
2,0,86,97
54,40,101,73
2,0,76,103
0,8,89,92
0,4,88,84
1,0,97,83
1,0,85,76
1,0,61,79
0,2,87,85
4,0,68,99
1,0,84,84
0,10,76,69
0,1,70,80
44,31,79,75
46,37,88,74
1,0,77,78
3,0,96,78
0,2,71,78
2,0,85,76
1,0,58,85
1,0,78,99
4,0,96,84
1,0,81,80
1,0,72,84
4,0,77,98
1,0,94,85
0,2,98,80
4,0,71,80
47,35,88,63
1,0,90,74
0,1,77,95
13,0,108,99
50,37,86,73
1,0,85,73
0,3,78,88
2,0,77,85
4,0,77,83
7,1,81,84
1,0,72,81
1,0,88,83
0,1,72,82
2,0,79,91
0,1,76,84
1,0,92,83
2,0,79,73
1,0,76,81
3,0,91,86
0,12,86,87
0,1,87,78
1,0,77,99
1,0,75,69
1,0,87,93
0,20,69,89
1,0,79,84
1,0,91,90
1,0,66,79
10,30,82,85
1,0,88,61
2,0,69,70
0,18,94,98
1,0,81,88
14,29,86,80
20,4,84,64
0,1,86,106
0,1,53,77
1,0,88,83
1,0,85,62
0,1,81,90
2,0,88,87
2,0,75,88
17,30,79,79
0,1,86,81
32,45,61,86
1,0,82,81
1,0,78,92
33,43,77,79
2,0,85,79
1,0,83,81
1,0,73,76
44,39,94,72
0,1,90,102
0,2,87,103
0,7,88,72
2,0,82,87
1,0,86,73
0,1,73,90
0,1,97,80
0,1,87,82
32,40,69,83
3,0,89,87
1,0,79,93
7,0,87,80
1,0,87,87
0,1,86,89
1,0,75,76
1,0,88,96
1,0,81,96
2,0,81,75
33,42,75,81
39,30,79,65
0,1,81,82
10,0,89,75
0,1,74,86
0,2,81,80
1,0,75,94
0,2,67,78
6,0,97,97
0,1,92,84
0,1,84,87
1,0,81,80
0,6,80,73
3,0,80,69
1,0,81,83
1,0,79,85
2,0,82,89
1,0,77,73
0,1,73,97
1,0,73,79
0,18,79,74
2,0,76,84
1,0,80,78
0,6,81,85
1,0,88,101
1,0,89,94
0,2,91,82
1,0,79,87
0,1,81,79
1,0,79,77
1,0,82,80
0,4,92,82
1,0,77,78
14,39,80,84
0,1,78,81
0,10,65,86
1,0,91,80
0,4,96,92
0,1,79,82
1,0,78,77
0,1,96,80
1,0,99,86
0,16,86,91
1,0,86,86
0,3,79,80
1,0,94,86
37,41,78,84
7,17,93,75
0,1,92,74
1,0,84,87
0,1,66,88
1,0,85,86
1,0,100,88
1,0,65,72
0,23,89,88
4,0,88,65
0,2,81,74
39,47,80,82
1,0,78,86
1,0,88,85
0,4,75,74
1,0,68,87
2,0,82,104
0,2,69,75
5,0,91,87
3,0,76,80
0,2,76,95
41,48,86,86
1,0,83,87
0,2,78,87
2,30,83,83
1,0,94,79
0,1,93,87
1,0,83,87
53,44,95,70
1,0,80,80
0,2,79,107
1,0,94,76
1,0,75,81
1,0,86,90
1,0,70,82
2,0,95,103
0,1,92,85
0,15,88,74
0,3,58,94
6,0,85,96
55,47,86,99
0,1,73,71
2,0,91,75
2,0,82,79
1,0,85,97
1,0,72,82
0,1,86,74
1,0,70,80
5,0,68,95
1,0,73,97
0,1,96,91
0,1,82,88
0,1,91,86
1,0,95,88
1,0,91,80
45,39,80,86
0,2,76,73
2,0,78,81
3,0,83,85
0,1,64,67
0,1,90,82
0,1,60,78
1,0,89,85
0,1,85,77
6,0,80,82
1,0,78,89
1,0,90,92
0,2,82,85
1,0,93,81
1,0,81,69
2,0,98,89
0,2,65,82
1,0,80,90
2,0,87,82
0,2,86,76
51,53,81,95
0,1,81,84
0,3,86,92
1,0,84,85
1,0,75,80
0,4,82,102
1,0,86,80
1,0,73,101
1,0,86,100
1,0,100,77
2,0,92,68
1,0,82,84
1,0,65,60
2,0,90,80
2,0,83,76
0,16,82,69
2,0,98,94
1,0,91,73
50,33,89,81
1,0,78,80
1,0,93,79
2,0,84,73
1,0,79,84
0,1,96,74
1,0,73,103
1,0,89,82
0,7,62,77
0,1,84,90
3,0,85,79
5,1,93,96
2,0,82,76
1,0,98,82
32,41,72,86
1,0,87,83
0,2,82,105
1,0,80,100
4,0,73,93
1,0,79,100
1,0,69,81
