"S1","S2"
88,77
85,81
66,71
79,73
75,75
76,74
82,85
89,76
82,66
90,72
83,96
72,78
77,77
71,74
66,93
80,83
83,91
58,69
76,74
89,69
90,98
75,100
82,75
71,93
66,86
74,94
78,75
85,86
60,89
70,94
65,85
90,76
88,82
81,69
73,71
87,79
62,77
79,89
69,83
83,72
71,83
71,60
86,76
79,84
92,66
89,74
71,77
86,89
71,63
89,93
88,89
73,100
78,79
84,80
74,85
77,85
92,62
70,61
71,79
88,72
92,73
75,86
70,82
70,79
77,86
89,78
88,82
75,74
84,88
73,85
79,87
86,74
84,105
90,83
83,80
84,77
76,76
77,72
78,78
80,94
71,83
82,90
93,78
80,77
78,81
95,77
89,70
80,72
83,82
72,96
91,83
82,89
91,80
61,74
79,97
79,97
85,89
72,85
88,61
75,86
77,85
73,84
85,74
83,67
85,96
78,74
79,78
68,96
89,84
88,78
83,83
64,78
56,101
87,77
81,75
82,71
70,71
63,86
90,78
88,89
71,69
97,85
82,79
82,71
85,85
73,76
70,93
77,68
59,82
80,74
97,93
73,83
89,74
81,92
91,85
83,73
75,88
90,86
71,81
84,69
83,81
84,74
81,77
81,98
79,76
70,69
80,77
88,77
65,93
85,68
83,78
83,80
76,73
75,72
88,82
75,76
72,82
72,88
84,76
78,74
80,71
73,74
83,72
83,74
79,87
91,72
74,85
94,79
81,78
77,65
82,81
91,82
78,79
66,90
79,85
82,97
80,74
89,86
77,78
80,89
90,76
85,85
90,74
86,81
67,65
71,93
77,67
86,88
69,76
78,83
76,84
80,89
82,89
72,80
80,88
78,80
86,62
76,69
61,82
90,70
74,81
90,91
68,97
94,79
85,68
75,66
55,89
68,79
74,81
96,88
73,88
84,102
68,85
92,85
81,90
67,70
84,86
85,67
100,73
85,70
102,74
70,90
81,73
86,80
78,72
92,86
82,76
88,64
75,69
79,79
72,78
77,84
86,87
80,88
70,67
89,75
71,74
84,69
91,83
79,91
76,80
83,72
87,74
95,73
72,74
72,84
93,68
80,81
95,95
87,71
94,85
83,84
72,94
68,85
68,85
72,85
98,76
77,91
85,89
80,85
83,73
91,76
55,80
67,69
84,82
79,79
62,92
68,73
90,62
77,85
67,92
78,83
74,89
77,81
86,81
77,99
89,80
80,81
78,99
90,79
87,85
88,82
61,69
63,88
82,81
86,81
79,65
95,75
72,102
66,85
79,87
91,85
93,83
89,83
85,91
73,92
72,102
75,81
69,76
68,63
89,97
80,79
90,71
68,80
99,80
68,85
93,84
82,76
74,84
78,79
97,94
85,69
99,86
71,101
92,81
77,80
96,83
94,82
79,59
63,94
74,79
83,70
81,94
82,79
86,73
69,69
53,73
76,80
85,92
69,85
68,84
81,76
76,58
69,64
89,69
81,79
92,79
70,85
75,90
84,80
83,96
93,94
93,85
78,84
76,66
76,91
73,90
75,82
81,87
82,87
75,78
74,79
73,79
99,88
78,91
75,87
72,85
68,76
70,72
71,82
65,74
68,80
86,82
86,68
77,82
91,79
88,78
72,80
82,78
90,103
93,93
100,93
76,88
85,91
86,79
79,68
73,98
72,76
91,79
60,74
83,89
78,88
73,75
84,91
62,86
69,72
75,87
94,79
84,90
92,75
80,86
90,80
96,82
83,76
91,99
82,83
87,81
92,76
69,78
81,78
103,63
78,74
90,75
76,80
71,73
80,86
75,76
83,83
79,76
77,80
97,75
79,77
84,70
99,88
67,82
85,80
89,81
76,76
84,68
78,77
92,81
83,82
66,82
78,87
87,61
84,95
82,69
78,80
79,82
74,81
80,82
80,68
83,84
89,79
76,86
72,71
82,83
92,79
70,86
74,91
80,69
72,87
83,70
83,75
82,94
68,78
85,77
81,80
100,78
90,68
72,101
85,87
69,82
73,91
81,70
75,81
77,85
71,65
77,70
73,68
72,88
81,73
92,82
70,68
92,83
83,77
69,78
82,80
74,103
95,87
86,91
89,79
89,83
70,86
67,92
84,78
79,92
65,79
59,87
71,86
78,95
88,79
76,67
70,70
96,89
81,73
76,75
94,79
79,90
69,84
75,100
88,89
73,90
86,84
88,82
87,79
87,83
81,95
84,69
83,79
97,73
87,74
74,85
64,82
93,85
77,79
79,63
79,79
91,82
80,97
81,84
79,79
95,102
95,102
80,88
75,76
71,91
92,77
81,75
76,83
74,72
78,70
69,84
78,95
93,81
82,74
70,82
86,68
102,70
61,83
91,70
93,85
82,77
61,75
71,76
74,82
79,74
74,75
71,84
70,84
77,83
99,71
81,84
76,80
84,94
61,74
92,84
88,67
84,85
90,65
80,89
74,75
88,71
100,83
87,85
95,105
85,85
88,81
70,65
83,89
79,62
70,80
70,101
70,76
77,77
73,95
96,77
84,90
104,80
67,57
73,85
80,81
64,76
94,79
80,95
89,63
88,72
76,75
77,80
83,76
77,81
79,96
67,83
79,70
89,73
76,100
69,83
67,71
82,76
89,86
76,85
69,86
64,83
88,82
85,71
75,83
87,67
88,87
81,61
75,77
83,74
69,83
74,85
85,85
86,91
77,83
77,63
65,78
76,77
74,83
100,85
70,79
90,83
79,73
80,56
84,76
76,72
82,76
92,94
79,88
78,90
90,68
73,92
78,76
88,67
77,75
93,69
78,76
76,85
97,78
77,72
81,83
81,76
81,89
80,75
78,89
86,72
67,77
71,86
91,75
77,63
73,81
83,70
78,74
84,75
90,82
89,68
81,61
82,83
68,74
80,79
91,84
63,82
64,84
72,65
88,67
93,78
89,81
81,82
79,88
88,83
82,90
85,81
89,77
82,67
76,89
104,93
90,80
76,80
80,87
63,72
78,72
74,70
78,90
83,79
70,75
75,61
83,90
83,94
87,74
88,73
88,77
81,73
78,83
79,74
60,76
77,85
73,78
92,74
73,79
100,90
89,82
86,65
73,93
88,86
79,79
83,93
69,69
92,87
75,85
61,77
72,75
76,81
83,87
78,81
81,76
81,85
67,68
78,95
86,73
77,85
82,85
75,73
74,85
90,66
87,68
90,87
78,97
87,98
75,85
75,83
78,65
75,89
104,75
81,82
76,94
92,75
81,82
89,59
82,81
72,83
83,95
87,71
70,74
91,78
90,91
78,63
71,105
65,82
81,90
91,75
79,90
71,76
76,80
73,82
87,72
76,78
84,75
63,82
76,82
66,94
91,88
53,89
93,82
99,74
93,66
67,78
79,71
90,70
71,91
83,79
80,67
64,87
90,89
90,89
77,102
80,84
71,61
80,77
94,74
76,86
86,91
91,69
83,80
81,84
80,75
64,75
89,89
81,74
91,77
82,78
78,78
83,92
85,78
86,64
81,92
89,97
101,87
84,80
85,76
87,65
91,76
87,65
86,69
73,67
76,95
78,66
81,78
76,71
84,76
82,83
68,78
81,89
78,99
63,90
62,89
83,66
81,69
83,84
90,75
78,87
74,82
104,73
80,72
71,87
86,81
76,72
79,90
70,66
81,89
70,79
78,93
82,79
65,77
81,87
72,83
67,73
81,84
90,107
95,75
88,84
73,69
82,64
78,86
70,74
69,75
69,82
86,79
85,83
83,80
82,93
85,73
68,94
68,81
77,74
77,74
68,86
81,93
84,90
85,71
76,88
92,79
75,80
72,75
84,79
80,88
58,56
78,94
84,86
84,68
88,89
74,83
86,90
80,100
65,94
67,93
91,83
90,86
81,89
74,80
76,83
91,78
81,78
93,93
82,68
81,76
88,92
81,78
75,67
77,79
87,72
64,67
64,67
93,77
95,84
87,86
78,86
81,83
96,75
75,82
63,93
80,81
85,75
89,85
88,84
93,80
78,67
76,83
76,90
76,101
82,84
98,82
75,70
82,74
76,71
75,84
78,85
88,96
78,76
80,67
79,76
75,80
86,66
89,85
82,100
59,84
86,83
98,94
61,80
81,96
76,76
83,79
75,86
84,74
70,81
91,91
96,75
74,75
80,72
83,72
87,87
84,93
80,85
77,86
85,88
82,57
86,89
93,90
72,86
84,89
92,64
81,80
66,103
93,88
74,94
86,81
84,76
88,77
81,69
79,87
71,78
85,106
78,81
89,70
82,66
84,77
77,88
71,96
81,84
76,81
74,77
60,84
70,89
79,78
72,67
99,74
89,74
96,94
65,81
85,79
85,94
72,67
96,86
79,88
87,77
105,69
79,74
69,70
91,71
82,92
81,94
89,92
86,85
86,78
71,83
79,72
85,84
82,70
87,72
74,78
80,77
87,82
101,77
97,76
90,69
77,78
83,83
76,88
80,67
86,60
74,76
75,80
75,91
74,95
82,81
76,75
78,72
76,96
82,84
73,86
95,68
81,79
66,77
85,71
74,71
99,95
83,82
70,84
84,87
79,77
76,83
76,92
85,80
75,72
70,87
73,76
64,79
74,81
77,67
72,96
72,78
70,91
72,80
85,83
85,80
80,77
83,73
83,69
72,79
97,76
67,79
85,84
81,75
76,89
82,73
79,66
87,76
70,78
86,74
99,80
89,76
79,102
89,96
81,81
81,85
79,86
69,85
93,70
84,69
82,78
69,87
74,85
83,100
87,71
80,74
75,79
75,96
77,87
84,80
80,89
63,74
59,74
85,81
89,79
81,84
80,85
80,78
92,82
96,67
73,68
90,68
88,70
91,77
70,91
69,71
78,93
76,95
74,70
86,78
85,64
73,76
78,92
87,75
73,75
72,76
79,83
75,75
91,78
65,78
71,65
77,79
83,64
78,82
83,85
89,96
85,93
92,81
77,70
78,73
77,75
72,75
67,81
81,96
77,74
73,89
80,67
83,77
80,68
83,75
74,70
78,82
76,75
96,92
80,79
86,77
80,81
84,84
74,74
92,88
84,90
121,87
74,103
83,85
92,88
75,74
81,93
99,74
78,94
85,79
66,85
58,82
91,107
88,68
84,88
78,89
72,88
76,70
83,88
94,72
91,82
67,103
71,80
85,88
72,72
61,78
83,87
82,79
93,62
70,86
74,75
76,79
92,76
77,77
77,78
79,59
87,89
73,77
71,66
78,85
81,87
81,87
79,74
81,68
71,81
75,80
77,85
63,77
66,84
98,84
101,85
78,87
82,82
76,81
86,91
86,79
75,96
73,81
70,75
99,84
81,81
70,78
80,71
95,70
83,70
91,87
84,92
95,79
77,66
88,85
79,95
77,76
78,83
81,75
87,72
71,75
70,89
67,81
84,77
75,93
85,87
85,95
71,93
94,84
88,82
90,83
71,99
84,77
82,83
80,82
80,84
78,88
77,75
73,64
75,89
77,80
86,90
92,74
81,74
69,61
87,88
92,81
75,81
79,77
73,74
72,71
75,78
74,67
87,89
88,65
80,84
81,78
62,85
65,77
82,75
91,80
87,93
94,64
74,77
64,95
74,69
84,73
79,83
74,79
70,86
64,71
74,86
95,78
94,84
82,79
74,83
91,85
75,66
76,85
76,82
91,84
80,78
89,84
80,70
85,81
92,81
79,81
55,87
77,78
87,77
73,80
63,70
99,91
67,65
76,69
76,82
74,95
77,89
83,67
85,81
96,81
78,79
88,87
81,59
72,81
92,60
81,73
85,67
86,102
89,80
90,80
88,70
82,82
89,72
69,88
80,79
71,71
76,71
88,84
89,88
71,67
71,88
73,84
81,97
78,71
80,84
84,83
88,76
78,74
70,85
92,80
88,75
76,77
74,100
86,85
72,97
82,79
100,80
80,80
90,81
81,97
84,92
58,70
84,85
67,98
94,81
88,99
86,90
74,87
75,81
79,69
88,74
73,82
88,99
82,76
76,82
83,69
86,78
96,67
91,96
68,77
72,94
83,78
66,78
78,84
81,93
94,94
92,81
74,69
85,73
70,81
79,73
82,82
66,73
85,89
82,93
78,72
69,82
68,80
84,72
73,81
94,92
82,94
79,84
67,94
75,74
99,71
76,85
81,95
75,77
66,73
88,70
84,60
95,82
95,47
88,83
102,89
94,97
73,70
67,85
79,92
97,70
78,81
62,69
81,79
74,69
81,73
104,84
77,75
85,83
78,89
85,72
81,74
85,81
81,71
70,77
81,72
75,74
78,85
71,71
93,76
58,88
68,79
85,92
75,80
88,73
75,75
82,89
64,77
87,78
78,86
77,87
104,76
86,80
91,77
76,84
77,69
72,69
78,73
79,79
66,82
83,77
77,80
77,79
81,74
63,77
104,72
70,73
82,63
68,77
80,96
93,81
71,93
82,82
80,79
80,83
72,57
73,72
80,99
103,90
97,74
80,85
76,87
82,85
80,80
81,64
77,81
75,82
82,75
76,86
86,89
87,66
96,63
85,81
82,84
86,79
80,65
67,76
96,72
68,83
89,74
76,81
93,79
78,74
93,93
92,92
85,95
90,73
77,82
93,85
81,102
95,75
92,101
88,88
74,76
79,75
69,85
61,87
84,81
71,91
77,76
83,83
59,75
63,75
77,74
81,99
69,79
83,76
80,70
76,74
67,89
88,89
74,77
84,75
87,68
87,75
79,91
85,89
75,92
75,82
85,89
80,71
93,110
97,84
65,73
78,89
86,81
90,89
80,95
75,75
69,94
79,83
86,63
89,76
81,83
77,84
88,79
66,69
66,69
87,67
88,74
83,72
70,77
98,83
84,72
71,80
93,78
76,86
83,81
82,90
85,83
83,101
63,97
76,79
62,75
86,89
55,92
71,77
83,71
81,85
81,78
82,80
74,95
88,85
80,89
86,94
71,91
91,74
84,80
93,78
66,86
80,101
80,79
79,84
81,74
73,81
86,76
83,81
91,81
93,87
71,89
72,97
71,82
80,67
89,83
78,86
92,79
93,74
78,78
75,86
72,73
74,98
70,91
69,86
76,90
80,83
80,71
83,75
75,90
70,56
84,99
83,80
76,72
81,77
81,70
77,71
75,105
77,72
92,76
96,87
80,83
83,70
76,97
97,91
71,77
74,90
91,72
72,80
94,88
78,69
85,61
81,66
89,65
83,70
75,82
71,78
82,82
80,83
99,98
82,80
88,80
85,75
81,78
76,73
83,74
69,76
72,79
69,88
78,84
81,68
84,75
92,73
73,92
81,97
72,66
77,79
76,75
76,97
72,70
72,78
78,88
99,74
85,78
80,71
85,96
92,77
74,87
74,71
75,77
63,79
81,77
72,87
93,71
83,79
72,93
75,83
89,94
84,81
94,100
83,76
75,80
77,83
93,80
79,82
88,74
82,61
87,80
66,86
79,90
68,87
87,97
70,77
79,76
82,75
82,79
81,74
71,87
77,82
66,72
83,79
80,88
70,78
82,85
79,83
69,78
80,92
68,81
76,77
74,91
73,70
71,81
68,102
77,102
97,86
94,77
81,80
87,83
78,81
62,76
84,76
77,76
77,76
62,73
77,70
85,83
87,92
93,83
86,80
81,80
67,69
72,65
85,75
83,82
88,76
84,87
91,85
94,73
88,78
81,85
94,76
81,81
62,88
90,91
81,83
74,92
74,87
77,82
77,82
94,82
80,67
83,92
87,64
84,69
71,97
69,64
84,87
96,72
82,73
87,76
84,78
67,90
85,96
79,93
72,78
82,59
87,81
74,79
77,76
90,75
80,82
85,97
65,95
72,89
99,81
70,78
62,86
75,75
71,83
64,87
68,62
68,73
86,99
79,85
98,86
82,76
89,75
81,91
89,70
89,75
69,87
72,95
80,67
74,93
63,52
68,58
77,88
69,79
81,79
71,78
75,77
79,77
71,68
67,82
78,81
97,77
79,95
80,71
55,68
76,70
83,73
83,79
84,100
85,83
78,94
65,95
83,77
70,66
76,79
69,67
79,93
79,77
88,99
90,99
65,68
65,92
70,85
61,70
77,74
87,92
87,78
76,83
79,76
72,99
95,89
95,77
96,81
98,74
83,66
91,80
71,64
92,72
68,92
64,79
75,58
98,71
79,79
84,71
100,72
82,97
75,75
67,84
73,73
101,75
81,68
83,86
75,74
87,75
74,65
69,90
83,72
73,71
82,86
77,80
64,93
83,74
95,75
76,84
79,91
70,86
81,82
87,70
88,86
75,78
86,88
81,80
82,84
95,78
85,80
76,83
76,73
70,93
90,74
79,78
80,83
84,74
75,71
72,67
99,77
76,82
77,80
80,85
74,85
69,87
75,86
89,72
77,71
75,89
79,79
74,60
84,68
75,66
79,63
74,62
93,96
80,71
64,77
77,88
73,68
86,80
57,94
91,83
90,70
90,79
82,77
80,88
66,94
85,73
76,87
82,72
84,77
71,65
71,74
70,82
74,94
77,80
90,79
77,85
89,88
88,86
64,76
83,93
84,75
69,89
80,55
72,81
72,81
83,84
67,87
92,85
59,80
58,76
70,84
82,78
73,89
84,72
86,81
75,76
70,82
74,87
69,84
85,85
79,71
92,87
79,80
66,92
85,61
95,96
71,89
65,69
77,77
75,78
90,85
95,91
86,80
93,94
67,75
71,89
74,85
65,89
86,90
77,97
82,94
78,66
84,84
79,79
77,84
89,93
80,85
84,80
80,94
100,79
89,92
86,89
85,81
82,81
78,86
88,90
77,78
85,78
76,78
99,80
86,74
93,69
68,79
72,87
73,72
83,77
71,85
78,81
92,90
76,88
88,88
75,90
83,76
82,80
78,72
83,85
82,79
82,81
81,83
82,79
87,82
77,72
70,90
77,76
89,81
86,76
85,82
80,79
88,79
77,59
89,78
81,74
76,80
97,95
86,93
88,79
78,72
70,65
78,70
70,86
67,76
87,80
74,71
81,86
78,76
82,71
88,92
74,62
85,63
76,81
67,83
60,84
77,93
78,78
77,103
75,74
66,78
109,78
81,83
72,61
88,79
71,65
71,83
79,86
72,87
86,87
77,84
86,75
88,74
94,78
80,89
73,69
73,69
95,84
69,63
64,73
84,86
63,69
72,80
79,72
75,70
89,84
78,74
74,89
79,79
78,71
71,94
71,69
73,80
83,66
63,78
72,79
86,65
88,70
72,72
83,85
81,84
90,67
89,66
87,78
85,68
82,69
68,65
76,73
93,96
93,84
86,67
75,71
93,67
103,84
97,96
73,71
84,74
79,81
85,76
85,77
79,68
86,85
91,88
82,80
89,79
82,73
79,88
81,81
71,75
75,81
70,84
80,84
80,83
87,85
62,69
84,79
90,105
82,84
66,82
85,84
85,76
70,76
99,73
76,84
75,83
88,84
79,89
75,79
76,82
62,90
99,85
99,85
60,77
91,91
68,84
80,73
83,82
76,77
89,76
65,71
85,69
81,72
72,90
89,62
62,89
72,79
81,97
84,87
83,90
91,75
85,84
73,86
80,81
69,77
75,71
61,83
61,83
80,90
97,90
77,70
78,84
88,76
92,99
86,73
79,75
75,68
89,87
71,79
82,73
81,71
64,78
79,72
87,78
72,90
78,79
90,91
78,84
79,95
86,91
82,73
87,71
81,74
81,67
81,67
80,106
86,72
67,94
95,92
71,78
86,78
80,77
85,97
83,82
66,87
70,90
73,79
81,68
85,77
97,98
65,75
92,93
77,75
70,81
99,82
73,90
97,58
84,77
78,69
87,69
86,73
70,92
92,90
83,67
69,82
61,87
71,67
94,72
90,76
71,93
73,83
76,84
70,87
83,90
92,83
79,88
75,73
90,81
81,94
92,88
95,87
79,83
86,63
87,79
75,72
73,82
94,75
94,100
78,79
98,81
73,70
91,82
90,87
62,95
93,79
78,84
85,90
81,67
94,74
75,66
69,90
83,72
84,95
81,76
71,76
76,78
78,80
67,83
87,73
67,85
87,83
77,67
81,86
82,83
92,71
84,82
96,78
79,79
77,95
71,61
67,71
85,71
92,78
75,98
84,84
71,70
87,87
97,80
82,72
81,82
69,78
80,91
61,74
70,75
90,70
75,90
73,73
79,81
75,79
78,76
94,72
66,81
67,86
84,74
62,74
76,75
87,84
82,89
99,71
69,87
73,74
79,93
76,93
90,88
73,67
68,91
86,71
82,70
96,78
94,77
83,57
84,74
87,81
78,72
86,71
77,77
79,83
84,76
82,77
70,71
83,68
75,85
78,72
93,78
81,80
80,76
71,82
91,90
88,86
70,92
78,86
89,86
79,93
89,89
75,85
72,83
85,89
86,68
79,74
75,76
70,74
83,77
88,76
82,89
87,72
76,89
74,80
88,79
88,84
89,76
76,89
77,68
82,83
82,83
82,79
72,70
81,80
75,77
68,85
89,80
86,85
78,74
74,72
78,76
69,82
60,90
69,72
98,66
83,60
95,87
82,82
75,63
70,76
79,78
73,93
85,86
87,71
74,75
101,85
66,90
87,88
91,96
76,100
84,79
78,80
74,68
74,80
82,67
86,76
81,90
80,69
77,77
88,75
66,81
69,78
63,77
77,75
95,80
87,81
81,79
65,67
86,79
90,72
90,84
91,77
92,76
68,69
65,77
83,76
68,61
86,99
84,88
80,81
78,85
65,86
77,92
84,75
92,100
71,85
75,75
79,72
86,69
91,76
85,87
83,87
71,77
91,87
81,94
83,88
83,89
91,76
79,76
89,81
71,74
71,74
72,84
77,82
88,81
90,81
74,83
78,78
80,84
76,83
72,85
91,86
80,80
75,88
82,84
56,78
81,75
96,98
72,79
75,85
86,97
94,68
80,92
83,78
85,98
86,85
76,85
76,85
78,82
72,77
71,73
86,72
83,91
88,85
62,81
84,72
76,80
83,88
94,74
84,82
70,82
77,81
89,74
76,75
79,72
93,78
76,90
73,88
93,80
73,89
78,94
85,67
96,78
77,72
67,76
77,73
92,96
78,72
84,77
72,73
67,87
73,78
76,80
80,87
63,78
74,101
90,72
87,93
68,79
83,73
84,91
69,84
81,72
85,93
96,77
68,88
93,77
85,62
88,86
91,86
91,86
74,76
66,69
77,72
73,78
81,70
90,50
73,76
83,90
76,74
75,84
78,96
83,86
81,92
89,70
84,87
75,89
72,73
75,74
91,71
74,64
68,69
68,68
84,88
75,74
71,80
89,89
72,75
71,69
84,75
85,87
75,83
59,87
64,91
76,74
77,83
82,89
70,79
84,87
82,89
83,87
89,67
73,104
90,84
86,72
83,71
87,94
94,87
70,80
92,86
94,78
87,84
82,77
74,85
81,73
79,90
77,72
86,80
75,72
91,82
70,90
82,76
77,84
72,74
88,78
76,87
77,81
98,72
77,79
72,70
94,83
89,84
91,66
80,101
68,75
81,97
76,79
92,87
97,73
91,96
85,70
89,69
95,82
84,78
77,87
76,81
83,94
75,87
89,75
65,67
80,74
68,71
102,89
93,100
83,76
80,85
99,66
94,80
88,88
77,68
80,76
80,76
91,90
71,79
80,81
75,77
82,60
85,79
71,78
70,86
78,98
77,61
84,89
89,79
78,94
72,73
76,77
86,68
69,73
56,69
80,76
80,76
77,85
69,88
79,74
62,84
77,77
93,82
64,76
69,79
86,76
83,83
80,72
67,87
56,95
74,76
88,82
76,80
69,88
73,83
72,87
81,66
98,66
81,69
81,72
94,77
94,77
72,77
66,81
90,73
79,79
84,70
76,91
92,85
83,71
88,82
86,66
81,79
76,73
80,62
80,74
79,85
89,72
81,84
83,72
88,83
79,80
83,65
87,68
75,97
72,72
78,83
88,73
81,83
65,71
83,83
84,62
90,88
83,75
83,90
69,97
84,71
93,74
84,72
71,70
93,67
87,88
84,98
74,79
81,92
76,83
81,77
75,70
81,80
76,66
78,80
73,80
95,84
91,79
96,74
95,95
81,88
70,76
75,56
77,80
80,60
66,83
77,99
75,82
79,65
85,87
80,73
74,89
85,77
81,85
81,76
96,88
89,86
74,77
89,71
77,85
85,71
75,80
64,81
73,74
80,63
70,64
87,79
90,76
68,82
98,81
76,84
87,64
81,77
89,81
86,88
85,86
77,69
83,83
71,71
88,90
85,75
79,85
76,78
89,79
91,83
82,81
78,91
83,65
69,93
79,76
89,81
85,80
87,87
88,71
74,89
71,71
81,76
65,65
65,79
79,77
78,84
75,70
87,67
94,64
88,88
97,79
79,77
95,80
82,82
75,80
91,67
102,67
66,76
80,76
69,87
66,88
79,89
87,82
76,79
87,84
91,79
70,84
87,77
74,88
73,88
107,71
81,64
73,79
71,69
88,91
78,87
74,78
89,76
82,83
84,82
63,85
89,68
72,86
86,66
94,68
71,90
87,95
66,53
68,72
76,77
99,74
76,62
99,71
89,83
79,80
77,74
79,81
83,83
75,85
76,68
72,74
71,97
75,106
92,76
85,80
73,81
76,85
87,72
102,76
83,92
71,99
72,66
73,74
70,80
80,81
93,87
85,65
77,75
82,94
78,83
83,82
80,96
71,89
102,82
84,83
86,85
96,76
91,74
84,71
77,73
68,90
82,75
76,87
88,80
89,85
76,71
71,82
76,75
86,82
66,80
82,79
81,88
88,74
75,76
69,71
83,82
78,58
77,97
75,79
76,66
78,79
72,85
82,78
80,86
85,70
96,67
80,68
68,72
91,80
84,86
84,93
80,82
83,64
84,76
90,84
89,66
91,83
61,83
79,88
84,87
77,82
82,79
80,87
63,70
76,80
64,94
80,68
67,84
68,60
92,82
82,85
84,78
81,71
83,87
80,80
82,76
67,75
78,79
86,77
81,71
85,83
72,82
79,74
84,80
83,85
86,80
71,81
86,70
89,78
90,82
83,75
82,77
86,79
100,66
84,78
86,75
62,97
95,86
78,85
73,72
69,84
81,91
84,90
85,82
78,78
81,69
80,89
60,92
82,83
88,88
77,88
95,92
68,95
83,81
75,73
86,83
66,77
85,76
91,77
67,73
79,88
87,81
95,76
72,77
82,85
81,76
80,93
88,95
95,91
75,89
88,71
76,75
79,62
83,86
70,89
99,97
75,90
83,76
75,79
76,87
75,85
88,89
75,91
82,85
78,68
81,84
84,77
63,77
80,81
85,67
87,88
81,80
74,87
88,77
62,88
74,80
85,91
82,87
68,87
77,99
77,79
90,71
85,70
74,82
76,95
76,74
72,72
85,78
81,81
81,74
86,84
79,73
82,77
82,88
62,83
83,93
87,76
71,61
87,90
73,87
80,67
85,70
69,79
87,90
67,75
81,78
70,78
76,93
67,84
77,85
89,79
86,87
92,80
68,83
83,95
77,73
93,70
96,85
82,96
87,85
80,90
97,67
75,70
74,70
67,77
99,69
69,90
78,86
70,69
95,84
76,80
80,69
88,88
83,69
76,80
86,77
80,78
86,76
80,90
80,83
73,74
73,72
89,89
89,92
77,79
86,82
69,96
83,59
67,77
76,79
76,73
69,80
87,71
75,70
80,76
76,79
75,90
76,87
72,96
99,80
87,73
82,84
78,80
91,80
70,90
86,86
86,79
84,82
90,78
77,60
101,85
63,93
90,88
81,84
79,77
75,64
83,76
77,95
79,87
76,91
84,75
96,78
86,89
81,75
80,68
86,83
96,97
87,86
86,74
91,84
76,75
89,78
83,82
75,76
97,84
77,97
84,85
66,67
65,96
95,78
89,75
82,86
86,63
80,94
78,63
106,78
77,71
83,71
76,71
78,76
84,63
85,88
81,83
69,76
90,90
86,85
58,84
75,76
88,77
80,72
82,73
78,81
72,70
95,83
80,78
79,79
73,86
79,85
71,85
71,85
56,89
93,61
86,85
74,78
79,83
76,91
73,88
78,91
71,65
74,72
70,98
91,83
65,84
81,97
92,95
73,73
59,72
94,69
80,87
89,83
79,93
82,82
85,73
82,84
76,90
80,89
80,97
83,105
69,80
82,70
84,81
63,89
78,74
75,71
77,77
78,80
75,89
63,80
82,89
81,75
71,85
74,75
76,74
72,84
68,79
78,79
70,84
79,76
68,79
71,71
87,97
69,82
75,83
76,84
72,76
74,79
76,83
69,89
74,88
77,90
77,72
72,86
86,79
89,73
80,71
70,99
83,73
82,82
92,91
63,67
88,69
71,67
68,67
92,89
78,89
78,91
80,81
89,79
64,77
61,91
85,88
76,71
82,78
97,78
84,65
92,76
100,92
80,75
66,82
87,82
85,78
83,73
90,60
88,99
83,83
80,72
87,80
91,83
78,74
70,97
70,87
88,75
85,73
85,78
76,83
76,79
86,73
76,76
71,71
73,79
77,87
66,87
78,108
68,69
100,70
73,71
91,107
93,68
84,88
78,73
93,98
69,100
70,79
60,81
85,80
95,67
84,75
85,94
86,92
75,84
90,85
58,64
60,93
81,81
73,76
84,105
77,79
79,64
86,82
78,79
74,95
76,76
81,76
87,87
77,74
63,76
68,81
71,86
80,79
78,96
73,82
70,82
83,74
79,99
96,70
79,84
80,82
83,71
86,80
75,72
82,99
71,77
76,71
72,86
85,68
90,89
76,74
84,87
88,75
82,67
65,82
79,80
81,85
92,78
80,69
100,73
91,90
89,80
82,71
78,77
92,81
72,72
80,81
70,70
72,107
69,77
84,91
98,80
74,73
93,73
80,82
69,79
82,75
85,80
86,64
90,86
78,88
68,73
81,70
79,75
93,78
103,91
75,77
85,75
71,86
82,59
83,83
91,88
92,79
90,81
61,91
69,73
75,71
75,69
83,88
83,100
93,83
84,66
88,74
73,88
73,72
95,61
87,69
75,81
94,75
89,73
90,78
92,74
87,86
77,88
84,88
68,77
90,70
73,84
69,74
63,76
77,97
86,90
86,85
97,83
78,71
100,86
92,84
77,75
84,90
59,96
89,62
78,83
67,79
73,86
76,94
81,85
80,83
83,85
84,63
85,77
75,65
77,81
89,88
88,69
80,87
88,62
76,78
70,80
83,70
67,65
79,87
61,84
73,72
84,89
78,85
91,93
97,77
81,65
80,82
77,78
77,94
93,75
75,70
73,82
70,84
70,84
73,68
71,87
84,74
91,71
92,81
96,77
78,75
88,78
97,67
81,85
73,71
67,69
80,67
78,71
81,70
87,78
87,81
91,70
72,77
99,78
88,69
82,72
83,81
86,88
81,91
94,89
83,78
78,81
70,78
84,83
100,73
88,81
84,105
92,76
78,77
77,93
85,72
64,86
77,67
77,87
80,97
88,84
81,69
75,78
76,56
80,74
75,71
78,93
69,70
87,67
80,63
81,85
88,78
73,79
65,71
95,83
80,83
73,95
66,70
79,70
68,79
84,66
88,80
78,82
67,92
72,74
84,84
100,76
105,83
77,87
87,70
73,89
73,73
81,65
81,87
88,73
75,94
95,86
77,74
76,81
73,77
68,86
81,92
82,78
80,81
94,75
72,78
